REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406035705	HYDROCODONE	1	null	null	null	null	null	9212012	1.5135	500	1209005739	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	2	null	null	null	null	null	9122012	0.6054	200	1209027302	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036001	HYDROCODONE	1	null	null	null	null	null	10152012	0.45405	100	1210009082	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406052201	OXYCODONE	2	null	null	116575681	null	null	2272012	1.34475	200	1202027189	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	2	null	null	116575674	null	null	2132012	0.8965	200	1202122221	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	53746020401	OXYCODONE	2	null	null	116575688	null	null	3122012	1.793	200	1203126349	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Wal-Mart	10
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406052201	OXYCODONE	1	null	null	121012502	null	null	4232012	0.672375	100	1204026114	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051201	OXYCODONE	3	null	null	121012502	null	null	4232012	1.34475	300	1204132388	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	1	null	null	121012518	null	null	5212012	0.44825	100	1205119748	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	5	null	null	122440977	null	null	6252012	2.24125	500	1206102354	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	2	null	null	122441002	null	null	8202012	0.8965	200	1208113779	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406035801	HYDROCODONE	1	null	null	null	null	null	1062012	0.45405	100	1201019828	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036601	HYDROCODONE	2	null	null	null	null	null	2032012	0.9081	200	1202014464	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036601	HYDROCODONE	1	null	null	null	null	null	3152012	0.45405	100	1203015734	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	4172012	0.3027	100	1204029082	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	8032012	0.3027	100	1208029278	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	2	null	null	null	null	null	10052012	0.6054	200	1210031975	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	378710301	OXYCODONE	1	null	null	122441010	null	null	9062012	0.224125	100	1209009767	OXYCODONE HCL/ACETAMINOPHEN 2.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	Mylan Pharmaceuticals, Inc.	Mylan Pharmaceuticals, Inc.	McKesson Corporation	2.5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036501	HYDROCODONE	1	null	null	null	null	null	1172012	0.3027	100	1201015285	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	2162012	0.3027	100	1202031366	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036301	HYDROCODONE	1	null	null	null	null	null	7312012	0.6054	100	1207012967	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	10
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036601	HYDROCODONE	1	null	null	null	null	null	10012012	0.45405	100	1210012774	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036001	HYDROCODONE	1	null	null	null	null	null	11262012	0.45405	100	1211010198	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036601	HYDROCODONE	1	null	null	null	null	null	11092012	0.45405	100	1211013909	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011041010	OXYCODONE	1	null	null	122440984	null	null	7122012	0.8965	100	1207056513	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	10
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	5	null	null	116575670	null	null	2062012	2.24125	500	1202120909	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406052201	OXYCODONE	2	null	null	123915563	null	null	10292012	1.34475	200	1210027698	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	1	null	null	123915582	null	null	12102012	0.8965	100	1212105247	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	10
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036601	HYDROCODONE	1	null	null	null	null	null	2282012	0.45405	100	1202016509	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	603388728	HYDROCODONE	1	null	null	null	null	null	3232012	3.027	500	1203035718	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	10
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406035801	HYDROCODONE	1	null	null	null	null	null	4202012	0.45405	100	1204018548	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406035801	HYDROCODONE	3	null	null	null	null	null	4252012	1.36215	300	1204019181	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	65162012010	HYDROCODONE	1	null	null	null	null	null	4092012	0.6054	100	1204023309	HYDROCODONE BIT./ACETA 10MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Wal-Mart	10
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	6122012	0.3027	100	1206024934	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406035801	HYDROCODONE	1	null	null	null	null	null	9192012	0.45405	100	1209018833	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	1	null	null	116575667	null	null	1302012	0.8965	100	1201124496	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	10
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051201	OXYCODONE	3	null	null	122440992	null	null	7302012	1.34475	300	1207134717	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	4	null	null	122441005	null	null	8272012	1.793	400	1208115184	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406036301	HYDROCODONE	1	null	null	null	null	null	2242012	0.6054	100	1202018847	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	10
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	406035705	HYDROCODONE	1	null	null	null	null	null	7022012	1.5135	500	1207002128	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	Wal-Mart	5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	53746014501	HYDROCODONE	2	null	null	null	null	null	11162012	0.9081	200	1211001109	HYDROCODONE/IBUPROFEN 7.5MG/200MG TA	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Wal-Mart	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406052201	OXYCODONE	1	null	null	116575691	null	null	3192012	0.672375	100	1203025555	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	1	null	null	116575685	null	null	3052012	0.44825	100	1203112831	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	2	null	null	121012491	null	null	4092012	0.8965	200	1204112397	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS6983161	CHAIN PHARMACY	SAM'S PHARMACY 10-6357	null	2100 GENERALS HWY	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	53746020401	OXYCODONE	2	null	null	116575698	null	null	4022012	1.793	200	1204122695	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Wal-Mart	10
